acceptedtaxonkey,acceptedscientificname,numberofoccurrences,kingdom,phylum,class,order,family,genus,species
5341190,myosotis stricta link ex roem. & schult.,533,plantae,tracheophyta,magnoliopsida,boraginales,boraginaceae,myosotis,myosotis stricta
5341478,lycopus europaeus l.,3244,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,lycopus,lycopus europaeus
7277300,thalictrum simplex subsp. simplex,59,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,thalictrum,thalictrum simplex
7291577,persicaria hydropiper subsp. hydropiper,1373,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,persicaria,persicaria hydropiper
9030595,polygala pedemontana e.p.perrier & b.verl.,466,plantae,tracheophyta,magnoliopsida,fabales,polygalaceae,polygala,polygala pedemontana
3033107,helleborus niger l.,573,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,helleborus,helleborus niger
3122039,leucanthemopsis alpina (l.) v.h.heywood,2767,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,leucanthemopsis,leucanthemopsis alpina
3136638,hieracium piliferum hoppe,150,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,hieracium,hieracium piliferum
3738480,euphrasia hirtella jord. ex reut.,423,plantae,tracheophyta,magnoliopsida,lamiales,orobanchaceae,euphrasia,euphrasia hirtella
3929630,ranunculus peltatus subsp. baudotii (godron) meikle ex c.d.k.cook,2,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,ranunculus,ranunculus peltatus
5329266,hydrocharis morsus-ranae l.,572,plantae,tracheophyta,liliopsida,alismatales,hydrocharitaceae,hydrocharis,hydrocharis morsus-ranae
5341184,myosotis scorpioides l.,3771,plantae,tracheophyta,magnoliopsida,boraginales,boraginaceae,myosotis,myosotis scorpioides
5402943,eupatorium cannabinum l.,8014,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,eupatorium,eupatorium cannabinum
5585720,silene nutans subsp. insubrica (gaud.) soldano,67,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,silene,silene nutans
7222761,erigeron acris subsp. acris,58,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,erigeron,erigeron acris
7551339,nuphar lutea sibth. & sm.,1420,plantae,tracheophyta,magnoliopsida,nymphaeales,nymphaeaceae,nuphar,nuphar lutea
7736951,seseli annuum subsp. annuum,240,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,seseli,seseli annuum
5329340,najas marina var. intermedia (wolfg. ex gorski) rendle,44,plantae,tracheophyta,liliopsida,alismatales,hydrocharitaceae,najas,najas marina
2781103,hemerocallis lilioasphodelus l.,66,plantae,tracheophyta,liliopsida,asparagales,asphodelaceae,hemerocallis,hemerocallis lilioasphodelus
2810397,dactylorhiza maculata subsp. savogiensis (d.tyteca & gathoye) kreutz,124,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,dactylorhiza,dactylorhiza maculata
3045634,cardamine heptaphylla (vill.) o.e.schulz,3373,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,cardamine,cardamine heptaphylla
3123676,pilosella saussureoides arv.-touv.,33,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,pilosella,pilosella saussureoides
7222721,tephroseris helenitis subsp. helenitis,71,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,tephroseris,tephroseris helenitis
5333412,erica tetralix l.,37,plantae,tracheophyta,magnoliopsida,ericales,ericaceae,erica,erica tetralix
3042086,pseudoturritis turrita (l.) al-shehbaz,2068,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,pseudoturritis,pseudoturritis turrita
5439925,pulmonaria obscura dumort.,2760,plantae,tracheophyta,magnoliopsida,boraginales,boraginaceae,pulmonaria,pulmonaria obscura
5696609,taraxacum pacheri sch.bip.,86,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,taraxacum,taraxacum pacheri
7286696,lycopodium clavatum subsp. clavatum,75,plantae,tracheophyta,lycopodiopsida,lycopodiales,lycopodiaceae,lycopodium,lycopodium clavatum
7579522,saxifraga oppositifolia subsp. amphibia (sünd.) br.-bl.,13,plantae,tracheophyta,magnoliopsida,saxifragales,saxifragaceae,saxifraga,saxifraga oppositifolia
2705093,panicum repens l.,1,plantae,tracheophyta,liliopsida,poales,poaceae,panicum,panicum repens
2913288,galium sylvaticum l.,1815,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,galium,galium sylvaticum
3025617,cotoneaster horizontalis decne.,1680,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,cotoneaster,cotoneaster horizontalis
3033266,anemone ranunculoides l.,2229,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,anemone,anemone ranunculoides
3042751,brassica juncea (l.) czern.,93,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,brassica,brassica juncea
3070292,euphorbia variabilis ces.,15,plantae,tracheophyta,magnoliopsida,malpighiales,euphorbiaceae,euphorbia,euphorbia variabilis
3119185,helianthus decapetalus l.,61,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,helianthus,helianthus decapetalus
3143013,doronicum clusii (all.) tausch,797,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,doronicum,doronicum clusii
5329192,stratiotes aloides l.,132,plantae,tracheophyta,liliopsida,alismatales,hydrocharitaceae,stratiotes,stratiotes aloides
5331268,viola mirabilis l.,1125,plantae,tracheophyta,magnoliopsida,malpighiales,violaceae,viola,viola mirabilis
5352372,anthyllis vulneraria subsp. polyphylla (dc.) nyman,55,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,anthyllis,anthyllis vulneraria
7569785,hieracium pilosum froel.,515,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,hieracium,hieracium pilosum
8002952,ambrosia artemisiifolia l.,8823,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,ambrosia,ambrosia artemisiifolia
9745602,serratula tinctoria var. tinctoria,1103,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,serratula,serratula tinctoria
2702812,echinochloa colona (l.) link,2,plantae,tracheophyta,liliopsida,poales,poaceae,echinochloa,echinochloa colona
3121499,artemisia nivalis braun-blanq.,158,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,artemisia,artemisia nivalis
3189815,aesculus hippocastanum l.,1667,plantae,tracheophyta,magnoliopsida,sapindales,sapindaceae,aesculus,aesculus hippocastanum
3810607,moehringia ciliata dalla torre,544,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,moehringia,moehringia ciliata
5298765,iris foetidissima l.,242,plantae,tracheophyta,liliopsida,asparagales,iridaceae,iris,iris foetidissima
5345014,astragalus alpinus l.,1015,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,astragalus,astragalus alpinus
5371709,adonis annua l.,17,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,adonis,adonis annua
5384676,stellaria holostea l.,287,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,stellaria,stellaria holostea
5410226,campanula scheuchzeri vill.,8021,plantae,tracheophyta,magnoliopsida,asterales,campanulaceae,campanula,campanula scheuchzeri
6364255,arenaria gothica fr.,119,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,arenaria,arenaria gothica
7298940,valeriana celtica l.,460,plantae,tracheophyta,magnoliopsida,dipsacales,caprifoliaceae,valeriana,valeriana celtica
7419348,dianthus glacialis haenke,589,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,dianthus,dianthus glacialis
7931731,prunus domestica l.,102,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,prunus,prunus domestica
8364220,torilis leptophylla rchb.f.,6,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,torilis,torilis leptophylla
3003454,rosa uriensis lagg. & puget ex cottet,54,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rosa,rosa uriensis
2700795,luzula spicata (l.) dc.,1100,plantae,tracheophyta,liliopsida,poales,juncaceae,luzula,luzula spicata
2726360,carex grayi carey,38,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex grayi
2913548,galium aparine l.,8303,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,galium,galium aparine
3034426,eryngium campestre l.,454,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,eryngium,eryngium campestre
3041817,biscutella cichoriifolia loisel.,94,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,biscutella,biscutella cichoriifolia
3152520,althaea officinalis l.,70,plantae,tracheophyta,magnoliopsida,malvales,malvaceae,althaea,althaea officinalis
7560544,alchemilla impexa buser,122,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,alchemilla,alchemilla impexa
8091877,teesdalia nudicaulis (l.) r.br.,2,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,teesdalia,teesdalia nudicaulis
2703717,bromus secalinus l.,354,plantae,tracheophyta,liliopsida,poales,poaceae,bromus,bromus secalinus
2728048,carex bohemica schreb.,55,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex bohemica
2925874,amsinckia lycopsoides lehm.,2,plantae,tracheophyta,magnoliopsida,boraginales,boraginaceae,amsinckia,amsinckia lycopsoides
3142974,doronicum excelsum (n.e.br.) stace,2,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,doronicum,doronicum excelsum
3172049,veronica officinalis l.,8356,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica officinalis
3188736,lythrum salicaria l.,10840,plantae,tracheophyta,magnoliopsida,myrtales,lythraceae,lythrum,lythrum salicaria
4121732,festuca laevigata gaudin,39,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,festuca laevigata
4143519,stipa capillata l.,671,plantae,tracheophyta,liliopsida,poales,poaceae,stipa,stipa capillata
6366597,gentiana acaulis l.,5315,plantae,tracheophyta,magnoliopsida,gentianales,gentianaceae,gentiana,gentiana acaulis
7529874,cirsium alsophilum (pollini) greuter,17,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,cirsium,cirsium alsophilum
2686157,larix kaempferi (lamb.) carrière,37,plantae,tracheophyta,pinopsida,pinales,pinaceae,larix,larix kaempferi
2704038,muhlenbergia mexicana trin.,29,plantae,tracheophyta,liliopsida,poales,poaceae,muhlenbergia,muhlenbergia mexicana
2805343,spiranthes aestivalis rich.,3902,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,spiranthes,spiranthes aestivalis
2888797,cephalaria gigantea (ledeb.) bobrov,9,plantae,tracheophyta,magnoliopsida,dipsacales,caprifoliaceae,cephalaria,cephalaria gigantea
2975152,vicia orobus dc.,721,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,vicia,vicia orobus
3088488,tagetes erecta l.,20,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,tagetes,tagetes erecta
4005183,lysimachia tenella l.,288,plantae,tracheophyta,magnoliopsida,ericales,primulaceae,lysimachia,lysimachia tenella
3172092,veronica catenata pennell,255,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica catenata
4152037,helictotrichon sempervirens (vill.) pilg.,1,plantae,tracheophyta,liliopsida,poales,poaceae,helictotrichon,helictotrichon sempervirens
8960288,typha glauca godr.,12,plantae,tracheophyta,liliopsida,poales,typhaceae,typha,typha glauca
5352367,anthyllis vulneraria l.,13481,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,anthyllis,anthyllis vulneraria
5372952,salix caprea l.,7693,plantae,tracheophyta,magnoliopsida,malpighiales,salicaceae,salix,salix caprea
3092782,euthamia graminifolia (l.) nutt.,213,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,euthamia,euthamia graminifolia
7735944,valeriana montana l.,2704,plantae,tracheophyta,magnoliopsida,dipsacales,caprifoliaceae,valeriana,valeriana montana
7276665,aconitum variegatum subsp. variegatum,62,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,aconitum,aconitum variegatum
9429152,erodium ciconium (l.) l'hér.,20,plantae,tracheophyta,magnoliopsida,geraniales,geraniaceae,erodium,erodium ciconium
2703764,bromus racemosus l.,124,plantae,tracheophyta,liliopsida,poales,poaceae,bromus,bromus racemosus
2873896,linum bienne mill.,31,plantae,tracheophyta,magnoliopsida,malpighiales,linaceae,linum,linum bienne
2974786,vicia sepium l.,14789,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,vicia,vicia sepium
5334218,fumaria capreolata l.,271,plantae,tracheophyta,magnoliopsida,ranunculales,papaveraceae,fumaria,fumaria capreolata
5359209,trifolium ochroleucon huds.,1300,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,trifolium,trifolium ochroleucon
8035075,crassula helmsii a.berger,11,plantae,tracheophyta,magnoliopsida,saxifragales,crassulaceae,crassula,crassula helmsii
7224427,trifolium hybridum subsp. hybridum,598,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,trifolium,trifolium hybridum
7607933,crepis rhaetica hegetschw.,113,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,crepis,crepis rhaetica
3631293,helosciadium nodiflorum w.d.j.koch,31,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,helosciadium,helosciadium nodiflorum
9074530,erigeron alpinus l.,1046,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,erigeron,erigeron alpinus
2650832,gymnocarpium dryopteris newm.,2301,plantae,tracheophyta,polypodiopsida,polypodiales,cystopteridaceae,gymnocarpium,gymnocarpium dryopteris
2929505,solanum villosum mill.,35,plantae,tracheophyta,magnoliopsida,solanales,solanaceae,solanum,solanum villosum
3085810,spergula arvensis l.,480,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,spergula,spergula arvensis
3152047,tilia cordata mill.,3090,plantae,tracheophyta,magnoliopsida,malvales,malvaceae,tilia,tilia cordata
3169358,lysimachia thyrsiflora l.,1260,plantae,tracheophyta,magnoliopsida,ericales,primulaceae,lysimachia,lysimachia thyrsiflora
4036892,rumex pyrenaicus pourr. ex lapeyr.,23,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,rumex,rumex pyrenaicus
5356347,laburnum anagyroides subsp. anagyroides,14,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,laburnum,laburnum anagyroides
5365705,potentilla intermedia l.,85,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,potentilla,potentilla intermedia
5403602,crepis terglouensis a.kern.,214,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,crepis,crepis terglouensis
7226802,hordeum murinum subsp. murinum,870,plantae,tracheophyta,liliopsida,poales,poaceae,hordeum,hordeum murinum
7277310,ranunculus serpens schrank,373,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,ranunculus,ranunculus serpens
7482782,salix myrtilloides l.,28,plantae,tracheophyta,magnoliopsida,malpighiales,salicaceae,salix,salix myrtilloides
7960717,bupleurum longifolium l.,396,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,bupleurum,bupleurum longifolium
8172952,mentha verticillata l.,76,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,mentha,mentha verticillata
8179794,dactylorhiza maculata (l.) soó,6588,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,dactylorhiza,dactylorhiza maculata
2729177,carex umbrosa host,615,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex umbrosa
2875818,carpinus betulus l.,7863,plantae,tracheophyta,magnoliopsida,fagales,betulaceae,carpinus,carpinus betulus
3034742,daucus carota l.,16138,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,daucus,daucus carota
5343647,astragalus australis (l.) lam.,389,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,astragalus,astragalus australis
5359250,trifolium micranthum viv.,1,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,trifolium,trifolium micranthum
7127354,cyclamen coum mill.,69,plantae,tracheophyta,magnoliopsida,ericales,primulaceae,cyclamen,cyclamen coum
7307319,clinopodium alpinum kuntze,4993,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,clinopodium,clinopodium alpinum
2703712,bromus carinatus hook. & arn.,160,plantae,tracheophyta,liliopsida,poales,poaceae,bromus,bromus carinatus
3188747,lythrum hyssopifolia l.,303,plantae,tracheophyta,magnoliopsida,myrtales,lythraceae,lythrum,lythrum hyssopifolia
4129667,festuca acuminata gaudin,163,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,festuca acuminata
5375387,capsella grandiflora boiss.,38,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,capsella,capsella grandiflora
5376075,alliaria petiolata (m.bieb.) cavara & grande,7402,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,alliaria,alliaria petiolata
5384361,amaranthus bouchonii thell.,438,plantae,tracheophyta,magnoliopsida,caryophyllales,amaranthaceae,amaranthus,amaranthus bouchonii
3146717,erigeron bonariensis l.,119,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,erigeron,erigeron bonariensis
5411408,campanula latifolia l.,367,plantae,tracheophyta,magnoliopsida,asterales,campanulaceae,campanula,campanula latifolia
5579047,thesium humifusum dc.,1,plantae,tracheophyta,magnoliopsida,santalales,santalaceae,thesium,thesium humifusum
7103891,salix triandra l.,754,plantae,tracheophyta,magnoliopsida,malpighiales,salicaceae,salix,salix triandra
2705735,oplismenus undulatifolius (ard.) roemer & schultes,295,plantae,tracheophyta,liliopsida,poales,poaceae,oplismenus,oplismenus undulatifolius
2874655,sicyos angulatus l.,61,plantae,tracheophyta,magnoliopsida,cucurbitales,cucurbitaceae,sicyos,sicyos angulatus
3114643,carduus acanthoides l.,12,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,carduus,carduus acanthoides
3131494,helichrysum stoechas (l.) moench,2,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,helichrysum,helichrysum stoechas
5371707,adonis aestivalis l.,501,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,adonis,adonis aestivalis
5374838,arabis sagittata (bertol.) dc.,61,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,arabis,arabis sagittata
5375388,capsella bursa-pastoris (l.) medik.,9669,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,capsella,capsella bursa-pastoris
5386897,tragopogon pratensis l.,5979,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,tragopogon,tragopogon pratensis
9774742,primula matthioli subsp. matthioli,4792,plantae,tracheophyta,magnoliopsida,ericales,primulaceae,primula,primula matthioli
7344611,rumex obtusifolius subsp. obtusifolius,38,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,rumex,rumex obtusifolius
8267750,ranunculus thora l.,399,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,ranunculus,ranunculus thora
